memory_id,text,days_since_created,days_since_accessed,feedback_encoded,access_count_log,type_event,type_fact,type_goal,type_preference,type_task,human_score,human_label
e1c93e8e,User likes detailed explanations,119,89,1,0.0,False,False,False,True,False,0.75,keep
e2aa6f90,Renew driving license this month,121,57,-1,0.0,False,False,False,False,True,0.15,delete
e2b5a417,Call the dentist to reschedule appointment,151,109,0,1.6094379124341003,False,False,False,False,True,0.15,delete
e3a2e7ca,User is learning Spanish,104,2,0,2.4849066497880004,False,False,True,False,False,0.7,keep
e3ef7491,User's favorite color is blue,136,70,0,1.6094379124341003,False,True,False,False,False,0.6,keep
e4afa586,User has two younger siblings,92,61,0,2.8903717578961645,False,True,False,False,False,0.6,keep
e4fe3c4d,User watched a movie yesterday,144,50,-1,0.6931471805599453,True,False,False,False,False,0.15,delete
e5255f26,User dislikes spicy food,94,67,0,0.6931471805599453,False,False,False,True,False,0.85,keep
e5547230,User had a job interview last week,151,39,0,0.0,True,False,False,False,False,0.15,delete
e5db89ea,User dislikes spicy food,16,10,0,0.6931471805599453,False,False,False,True,False,0.85,keep
e61acf90,User is preparing for interviews,85,82,1,3.044522437723423,False,False,True,False,False,0.65,keep
e77c2bbb,User attended a wedding last weekend,168,89,0,2.4849066497880004,True,False,False,False,False,0.15,delete
e7a825aa,User prefers Android over iOS,19,2,0,0.6931471805599453,False,False,False,True,False,0.85,keep
e7cb5a97,User prefers tea over coffee,125,24,-1,0.0,False,False,False,True,False,0.25,delete
e7e2f0d6,User attended a college hackathon,8,7,0,3.295836866004329,True,False,False,False,False,0.55,keep
e7f7060d,User is saving up to buy a house,112,35,0,1.0986122886681098,False,False,True,False,False,0.7,keep
e99eb5ee,User owns a dog named Max,78,27,0,0.6931471805599453,False,True,False,False,False,0.6,keep
e9e8c145,User wants to lose 5 kg,84,72,0,0.0,False,False,True,False,False,0.7,keep
ea3782fa,User is learning Spanish,135,129,1,2.9444389791664403,False,False,True,False,False,0.65,keep
ea92a15b,User wears glasses,180,90,0,3.2188758248682006,False,True,False,False,False,0.8,keep
eae70124,Call the dentist to reschedule appointment,17,6,0,1.6094379124341003,False,False,False,False,True,0.75,keep
eaffe94f,User prefers tea over coffee,174,146,0,1.791759469228055,False,False,False,True,False,0.75,keep
ec19dc3a,User prefers email over calls,161,150,-1,0.0,False,False,False,True,False,0.25,delete
ec370579,User wants to buy a house within five years,11,11,0,0.6931471805599453,False,False,True,False,False,0.7,keep
ec3be12c,User visited the doctor last month,171,55,0,1.3862943611198906,True,False,False,False,False,0.15,delete
ec91d887,User had a job interview last week,102,63,1,1.0986122886681098,True,False,False,False,False,0.15,delete
ed9f7e7a,User is learning Spanish,138,47,-1,1.3862943611198906,False,False,True,False,False,0.7,keep
eea328fe,User prefers Android over iOS,100,40,0,0.0,False,False,False,True,False,0.85,keep
ef4d30b2,User wants to publish a research paper,108,51,0,0.0,False,False,True,False,False,0.34,delete
f0d52155,User dislikes spicy food,74,21,0,1.791759469228055,False,False,False,True,False,0.85,keep
f1028f66,User prefers working late at night,151,141,0,0.0,False,False,False,True,False,0.3,delete
f21f16b2,Send the report to manager by end of day,48,43,-1,1.791759469228055,False,False,False,False,True,0.75,keep
f22ee63b,User plans to run a marathon next year,37,25,0,2.9444389791664403,False,False,True,False,False,0.7,keep
f23d667f,User wears glasses,1,0,0,1.791759469228055,False,True,False,False,False,0.8,keep
f28d5a20,User wants to run a marathon next year,23,17,-1,0.6931471805599453,False,False,True,False,False,0.7,keep
f29c326d,User wants to get better at DSA,95,45,0,0.6931471805599453,False,False,True,False,False,0.4,delete
f30c98f7,User prefers email over calls,176,20,0,0.6931471805599453,False,False,False,True,False,0.85,keep
f3f7e204,User prefers tea over coffee,116,79,0,2.8903717578961645,False,False,False,True,False,0.85,keep
f485ebf6,User's phone number ends in 4471,84,23,-1,0.6931471805599453,False,True,False,False,False,0.8,keep
f48c71ff,User dislikes spicy food,156,135,-1,1.791759469228055,False,False,False,True,False,0.25,delete
f50c04b9,User had a job interview last week,13,8,0,0.6931471805599453,True,False,False,False,False,0.55,keep
f5ef7da0,User wants to run a marathon next year,111,18,0,0.6931471805599453,False,False,True,False,False,0.7,keep
f71ff65d,User visited the doctor last month,174,40,0,2.3978952727983707,True,False,False,False,False,0.15,delete
f73a764b,User had a job interview last week,35,33,0,0.0,True,False,False,False,False,0.15,delete
f757b845,User celebrated their birthday recently,22,21,0,0.0,True,False,False,False,False,0.15,delete
f7756272,User dislikes long meetings,138,69,0,0.0,False,False,False,True,False,0.85,keep
f843792d,User had a job interview last week,81,22,0,0.6931471805599453,True,False,False,False,False,0.15,delete
f8ed8d58,Renew driving license this month,75,4,1,1.0986122886681098,False,False,False,False,True,0.15,delete
f977e22c,Pay electricity bill by Friday,102,64,1,0.6931471805599453,False,False,False,False,True,0.15,delete
f9ad6168,Submit assignment by Monday,138,91,-1,0.6931471805599453,False,False,False,False,True,0.15,delete
fba5f957,Book flight tickets before price increase,37,6,0,2.772588722239781,False,False,False,False,True,0.75,keep
fbebc46a,User's birthday is in March,161,126,0,1.791759469228055,False,True,False,False,False,0.8,keep
fd4ec8e2,User prefers email over calls,86,40,0,0.0,False,False,False,True,False,0.85,keep
ff403fe9,User wants to publish a research paper,72,62,0,0.0,False,False,True,False,False,0.65,keep
